家族,站A,站B,距离m,同方向共站,共线数,判定,ID-A,ID-B
杨桃公园,杨桃公园总站,杨桃公园,63,,0,应合并(近距离),BV10018535,BV11493586
横枝岗,横枝岗总站,横枝岗,62,,0,应合并(近距离),BV10389127,BV09091110
中山六路,中山六路站2,中山六路1,62,,0,应合并(近距离),BV09087077,BV09340303
中山图书馆,中山图书馆2,中山图书馆,61,,13,应合并(近距离),BV09376612,BV11687849
广医,广医3,广医2,61,,6,应合并(近距离),BV11167722,BV09186856
广医,广医3,广医,61,,5,应合并(近距离),BV11167722,BV11688391
正骨医院,正骨医院1,正骨医院,61,,4,应合并(近距离),BV09230309,BV11688485
起义路口,起义路口,起义路口2,61,,0,应合并(近距离),BV10016248,BV09376640
天寿路,天寿路1,天寿路2,60,,0,应合并(近距离),BV09306449,BV09310406
山村,山村1,山村站,59,,6,应合并(近距离),BV09254332,BV11687869
广州大道中,广州大道中2,广州大道中,58,,2,应合并(近距离),BV09230306,BV11687847
广州大道中,广州大道中2,广州大道中1,58,,8,应合并(近距离),BV09230306,BV09382002
南方医院,南方医院2,南方医院,57,,1,应合并(近距离),BV09199575,BV11688389
黄石东路口,黄石东路口1,黄石东路口,56,,0,应合并(近距离),BV11167648,BV09005986
石牌村,石牌村2,石牌村1,56,,6,应合并(近距离),BV09256767,BV09256766
石溪,石溪站,石溪总站,56,,0,应合并(近距离),BV10681379,BV10016626
广花一路(夏花一路口),广花一路(夏花一路口),广花一路(夏花一路口)总站,56,,0,应合并(近距离),BV09066028,BV09070830
中山大道东圃,公共汽车中山大道东圃站,公共汽车中山大道东圃站,56,,2,应合并(近距离),BV09403155,BV09403158
中山大道东圃,公共汽车中山大道东圃站,中山大道东圃站,56,,0,应合并(近距离),BV09403158,BV09403374
江湾桥南,江湾桥南2,江湾桥南,54,,0,应合并(近距离),BV09172266,BV11688521
西塱,西塱站,西塱站2,54,,0,应合并(近距离),BV11687844,BV09041862
燕塘企业,燕塘企业,燕塘企业3,54,,6,应合并(近距离),BV09002629,BV09341157
地铁横沙,地铁横沙站2,地铁横沙站1,54,,0,应合并(近距离),BV11621971,BV09315831
仓边路,仓边路2,仓边路1,53,,10,应合并(近距离),BV09357063,BV09317752
动物园,动物园,动物园1,53,,0,应合并(近距离),BV10014267,BV09340465
南村,南村1,南村,53,,10,应合并(近距离),BV09316713,BV11688567
凌塘村,凌塘村总站,凌塘村1,52,,0,应合并(近距离),BV10019604,BV11341513
太和,太和总站,太和,52,,0,应合并(近距离),BV10019031,BV11628197
东风西路,东风西路站2,东风西路1,51,,0,应合并(近距离),BV09374493,BV09209214
东风西路,东风西路站2,东风西路站,51,,0,应合并(近距离),BV09374493,BV11687925
岑村红花岗,岑村红花岗,岑村红花岗1,51,,6,应合并(近距离),BV11689166,BV09370266
江南大道南,江南大道南总站,江南大道南,51,,1,应合并(近距离),BV10016121,BV10021838
敦和,敦和2,敦和3,50,,8,应合并(近距离),BV09406264,BV09026856
员村四横路口,员村四横路口2,员村四横路口,50,,11,应合并(近距离),BV09302573,BV11688540
景泰坑,景泰坑,景泰坑2,50,,5,应合并(近距离),BV11088401,BV09304041
时代玫瑰园,时代玫瑰园总站,时代玫瑰园,50,,0,应合并(近距离),BV10016166,BV11367966
天寿路,天寿路,天寿路2,49,,0,应合并(近距离),BV11688551,BV09310406
白沙,白沙总站,白沙,49,,0,应合并(近距离),BV11585800,BV11457906
太平小学,太平小学,太平小学总站,49,,1,应合并(近距离),BV10020865,BV11620155
沙河大街,沙河大街1,沙河大街2,48,,0,应合并(近距离),BV09330208,BV09332378
地铁萝岗,地铁萝岗站2,地铁萝岗站,48,,4,应合并(近距离),BV09192165,BV10845332
棠东,棠东,棠东,48,,15,应合并(近距离),BV11694280,BV10014607
天河,天河2,天河,47,,0,应合并(近距离),BV09321905,BV11462418
广州市档案馆南,广州市档案馆南,广州市档案馆南总站,47,,1,应合并(近距离),BV09201159,BV09201157
人民南路,人民南路1,人民南路,46,,7,应合并(近距离),BV09319719,BV11688400
云台花园,云台花园2,云台花园,46,,1,应合并(近距离),BV09364271,BV11371562
新市墟,新市墟3,新市墟2,46,,10,应合并(近距离),BV09161217,BV09226067
越秀公园,越秀公园3,越秀公园1,45,,0,应合并(近距离),BV11596047,BV09266313
越秀公园,越秀公园1,越秀公园,45,,0,应合并(近距离),BV09266313,BV11688125
五羊邨,五羊邨,五羊邨总站,44,,0,应合并(近距离),BV11316646,BV10019121
西场电器城,西场电器城,西场电器城站2,44,,1,应合并(近距离),BV11688443,BV11675546
地铁萝岗,地铁萝岗站,地铁萝岗站1,44,,3,应合并(近距离),BV10845332,BV09192166
金沙洲码头,金沙洲码头,金沙洲码头总站,44,,1,应合并(近距离),BV10022432,BV10019002
敦和,敦和2,敦和,43,,1,应合并(近距离),BV09406264,BV11687930
康王南路,康王南路站,康王南路2,43,,3,应合并(近距离),BV11688480,BV09328895
小坪立交桥,小坪立交桥,小坪立交桥1,42,,2,应合并(近距离),BV10013750,BV09226107
同和,同和2,同和站2,42,,2,应合并(近距离),BV09209226,BV09396961
同和,同和站2,同和,42,,0,应合并(近距离),BV09396961,BV11688408
员村东,员村东,员村东2,42,,5,应合并(近距离),BV09243513,BV09291509
洋田村,洋田村总站,洋田村,42,,0,应合并(近距离),BV11522013,BV11459348
民乐村委,民乐村委,民乐村委总站,42,,0,应合并(近距离),BV10875073,BV11543502
云台花园,云台花园1,云台花园,41,,3,应合并(近距离),BV09373903,BV11371562
莲塘村,莲塘村总站,莲塘村,41,,0,应合并(近距离),BV10017614,BV11619425
江晓路口,江晓路口,江晓路口总站,41,,0,应合并(近距离),BV10019486,BV10022523
广师大,广师大站,广师大,41,,12,应合并(近距离),BV09397777,BV09397675
地铁万顷沙,地铁万顷沙站2,地铁万顷沙站1,41,,0,应合并(近距离),BV09243541,BV09302201
华立学院,华立学院,华立学院总站,40,,3,应合并(近距离),BV10020748,BV11259172
桂花岗,桂花岗,桂花岗1,39,,7,应合并(近距离),BV10016229,BV11477575
荔湾路口,荔湾路口1,荔湾路口,39,,0,应合并(近距离),BV09271782,BV10016144
冼村,冼村3,冼村2,39,,10,应合并(近距离),BV09262063,BV09323877
草庄村,草庄村总站,草庄村站,39,,0,应合并(近距离),BV10022192,BV11330439
石牌村,石牌村2,石牌村,38,,2,应合并(近距离),BV09256767,BV10018369
东漖教师新村,东漖教师新村,东漖教师新村总站,38,,0,应合并(近距离),BV11500815,BV10018352
云苑新村,云苑新村总站,云苑新村,37,,0,应合并(近距离),BV10018323,BV10018325
体育中心,体育中心,体育中心1,37,,2,应合并(近距离),BV11688435,BV09226128
天河南,天河南1,天河南,37,,0,应合并(近距离),BV11431965,BV10017705
北,北站1,北站,37,,7,应合并(近距离),BV09226114,BV10013762
山村,山村站,山村2,37,,2,应合并(近距离),BV11687869,BV09250343
新垦,新垦总站,新垦站,37,,0,应合并(近距离),BV09302150,BV10015875
梓元岗,梓元岗2,梓元岗站,36,,0,应合并(近距离),BV09368222,BV09364515
梓元岗,梓元岗2,梓元岗3,36,,3,应合并(近距离),BV09368222,BV09373815
南方医院,南方医院1,南方医院,36,,0,应合并(近距离),BV09293281,BV11688389
文明路,文明路2,文明路1,35,,7,应合并(近距离),BV09398681,BV09215180
体育中心,体育中心1,体育中心,35,,6,应合并(近距离),BV09375065,BV11688435
体育中心,体育中心,体育中心,35,,4,应合并(近距离),BV11688435,BV11688545
体育中心,体育中心,体育中心总站,35,,0,应合并(近距离),BV11688435,BV09354795
师大后门,师大后门,师大后门1,35,,0,应合并(近距离),BV11081664,BV09370113
丹水坑,丹水坑站2,丹水坑2,35,,0,应合并(近距离),BV09192168,BV09227576
金沙洲路,金沙洲路2,金沙洲路1,35,,9,应合并(近距离),BV11329134,BV09369963
鹤龙四路(龙兴西路口),鹤龙四路(龙兴西路口)1,鹤龙四路(龙兴西路口)2,35,,2,应合并(近距离),BV09228303,BV09226081
天朗明居,天朗明居,天朗明居,35,,0,应合并(近距离),BV11693217,BV10014609
地铁万顷沙,地铁万顷沙站4,地铁万顷沙站1,35,,0,应合并(近距离),BV09243540,BV09302201
万顷沙公交,万顷沙公交总站,万顷沙公交站,35,,1,应合并(近距离),BV11132384,BV10015797
南沙儿童公园,南沙儿童公园站,南沙儿童公园总站,35,,1,应合并(近距离),BV10381617,BV09061484
东风西路,东风西路站2,东风西路3,34,,2,应合并(近距离),BV09374493,BV09230294
东风西路,东风西路1,东风西路2,34,,0,应合并(近距离),BV09209214,BV09143805
东风西路,东风西路站,东风西路2,34,,0,应合并(近距离),BV11687925,BV09143805
黄花岗,黄花岗,黄花岗1,34,,6,应合并(近距离),BV10014265,BV09348431
广东电视台,广东电视台1,广东电视台2,33,,0,应合并(近距离),BV09226122,BV09394368
中山大道东圃,公共汽车BRT中山大道东圃站,公共汽车中山大道东圃站,33,,0,应合并(近距离),BV09403157,BV09403158
科学城路口,科学城路口1,科学城路口站1,32,,0,应合并(近距离),BV09081247,BV09343742
科学城路口,科学城路口1,科学城路口总站,32,,0,应合并(近距离),BV09081247,BV11010138
新华工业区,新华工业区1,新华工业区,31,,1,应合并(近距离),BV11547976,BV09206741
广州大道南(叠景路口),广州大道南(叠景路口)2,广州大道南(叠景路口),30,,0,应合并(近距离),BV09184938,BV09181701
广州体院,广州体院1,广州体院2,30,,1,应合并(近距离),BV09411494,BV09271785
广卫路,广卫路总站,广卫路总站4,30,,0,应合并(近距离),BV10013719,BV09174824
站前路,站前路总站,站前路,30,,1,应合并(近距离),BV11421155,BV09354794
下南路口,下南路口2,下南路口,30,,0,应合并(近距离),BV09370220,BV10013787
海中村,海中村站,海中村总站,30,,0,应合并(近距离),BV09066466,BV10017967
区政府东门,区政府东门站,区政府东门总站,30,,2,应合并(近距离),BV09293280,BV10632191
黄石路,黄石路,黄石路2,29,,0,应合并(近距离),BV11688426,BV09408943
黄石路,黄石路1,黄石路2,29,,2,应合并(近距离),BV09351558,BV09408943
鹭江,鹭江2,鹭江1,29,,12,应合并(近距离),BV09335012,BV09160624
鹭江,鹭江,鹭江1,29,,4,应合并(近距离),BV11687958,BV09160624
白云山管理局,白云山管理局,白云山管理局2,29,,9,应合并(近距离),BV10013651,BV09329720
火村东,火村东,火村东总站,29,,0,应合并(近距离),BV10021347,BV10014162
高新沙路口,高新沙路口1,高新沙路口站1,29,,0,应合并(近距离),BV09122466,BV09100634
海珠区妇幼,海珠区妇幼,海珠区妇幼1,28,,10,应合并(近距离),BV10016125,BV09226104
广东工大,广东工大1,广东工大站,28,,1,应合并(近距离),BV09130295,BV11688452
动物园南门,动物园南门1,动物园南门2,28,,12,应合并(近距离),BV09230318,BV09226115
仑头,仑头总站,仑头,28,,1,应合并(近距离),BV10796283,BV09224391
车陂S,BRT车陂S1,BRT车陂S1,28,,0,应合并(近距离),BV09209211,BV09375069
洪德路,洪德路,洪德路1,27,,8,应合并(近距离),BV11688508,BV09200956
陈田村,陈田村,陈田村1,27,,9,应合并(近距离),BV11688417,BV09163011
同和,同和3,同和1,27,,2,应合并(近距离),BV09217029,BV09399597
广外(白云山西门),广外(白云山西门)2,广外(白云山西门)1,27,,2,应合并(近距离),BV09091928,BV09176205
夏园,夏园,夏园,27,,1,应合并(近距离),BV11687921,BV09388858
家家乐医院,家家乐医院2,家家乐医院,27,,12,应合并(近距离),BV09291510,BV11688359
沙凤一路西,沙凤一路西,沙凤一路西总站,27,,0,应合并(近距离),BV11627312,BV11457903
小北,小北2,小北,26,,0,应合并(近距离),BV09226117,BV11688429
永和,永和,永和总站,26,,0,应合并(近距离),BV11469405,BV10014093
南海神庙,南海神庙,南海神庙,26,,3,应合并(近距离),BV11386237,BV10014601
雁洲村,雁洲村总站,雁洲村,26,,0,应合并(近距离),BV11561860,BV10023020
正骨医院,正骨医院2,正骨医院,25,,1,应合并(近距离),BV09230308,BV11688485
站南路,站南路,站南路总站,25,,0,应合并(近距离),BV10014073,BV09012353
棠安路,棠安路站,棠安路总站①,25,,0,应合并(近距离),BV11430751,CL100018
沙浦,沙浦,沙浦,25,,0,应合并(近距离),BV11386265,BV10014600
棠东站S1子站(),棠东站S1子站(BRT),棠东站S1子站(BRT),25,,0,应合并(近距离),BV09375068,BV09350474
黄岐办事处,黄岐办事处,黄岐办事处总站,25,,0,应合并(近距离),BV10641791,BV10393784
地铁万顷沙,地铁万顷沙站,地铁万顷沙站2,25,,0,应合并(近距离),BV11603402,BV09243541
体育中心东门,体育中心东门1,体育中心东门,24,,2,应合并(近距离),BV09226124,BV11678026
基立下道,基立下道1,基立下道2,24,,10,应合并(近距离),BV11621851,BV11621853
基立下道,基立下道1,基立下道,24,,0,应合并(近距离),BV11621851,BV11688513
合群村委,合群村委,合群村委总站,24,,1,应合并(近距离),BV11152724,BV11491337
广东电视台,广东电视台2,广东电视台,23,,2,应合并(近距离),BV09394368,BV11009136
广东药学院,广东药学院,广东药学院总站,23,,0,应合并(近距离),BV11688519,BV10019625
金宇花园,金宇花园,金宇花园总站,23,,0,应合并(近距离),BV11688515,BV10013810
猎德大道北,猎德大道北站,猎德大道北2,23,,2,应合并(近距离),BV11688556,BV09413161
长福路,长福路总站,长福路,23,,0,应合并(近距离),BV10017626,BV09400272
地铁万顷沙,地铁万顷沙站,地铁万顷沙站1,23,,1,应合并(近距离),BV11603402,BV09302201
陈家祠,陈家祠,陈家祠2,22,,9,应合并(近距离),BV11596161,BV09195327
石牌村,石牌村,石牌村1,22,,3,应合并(近距离),BV10018369,BV09256766
地铁横沙,地铁横沙站,地铁横沙站1,22,,6,应合并(近距离),BV10016979,BV09315831
地铁万顷沙,地铁万顷沙站,地铁万顷沙站4,22,,0,应合并(近距离),BV11603402,BV09243540
桥中,桥中站1,桥中1,21,,0,应合并(近距离),BV09376898,BV11163379
桥中,桥中总站,桥中1,21,,0,应合并(近距离),BV11225789,BV11163379
东风西路,东风西路3,东风西路1,21,,1,应合并(近距离),BV09230294,BV09209214
东风西路,东风西路3,东风西路站,21,,1,应合并(近距离),BV09230294,BV11687925
珠村,珠村,珠村总站,21,,0,应合并(近距离),BV11502696,BV10016497
凌塘村,凌塘村站1,凌塘村站2,21,,3,应合并(近距离),BV09081166,BV09324145
团结围,团结围总站,团结围站,21,,1,应合并(近距离),BV09242692,BV10015943
蔡边村,蔡边村总站,蔡边村,21,,0,应合并(近距离),BV10015073,BV10019955
开达路北,开达路北,开达路北总站,20,,0,应合并(近距离),BV09344033,BV11608094
地铁香雪,地铁香雪站2,地铁香雪站,20,,2,应合并(近距离),BV09192170,BV10845329
番禺区第二人民医院,番禺区第二人民医院总站,番禺区第二人民医院,20,,0,应合并(近距离),BV11493032,BV11569024
胡忠儿童医院,胡忠儿童医院,胡忠儿童医院总站,20,,0,应合并(近距离),BV11631573,BV10442982
文德路,文德路2,文德路,19,,8,应合并(近距离),BV09317748,BV11688482
农讲所,农讲所2,农讲所,19,,0,应合并(近距离),BV09185490,BV11688432
东风西路,东风西路站2,东风西路2,19,,0,应合并(近距离),BV09374493,BV09143805
中山大学,中山大学2,中山大学1,19,,14,应合并(近距离),BV09243523,BV09193343
中山大学,中山大学1,中山大学站,19,,2,应合并(近距离),BV09193343,BV11687965
纸厂横马路,纸厂横马路站,纸厂横马路总站,19,,1,应合并(近距离),BV11671145,BV10021807
鹤龙四路(龙兴西路口),鹤龙四路(龙兴西路口)1,鹤龙四路(龙兴西路口),19,,0,应合并(近距离),BV09228303,BV09196447
机电技工学校,机电技工学校,机电技工学校总站,19,,0,应合并(近距离),BV10458378,BV10432261
沥滘大埗头,沥滘大埗头总站,沥滘大埗头,19,,1,应合并(近距离),BV10022783,BV11366953
赤坭医院,赤坭医院,赤坭医院总站,19,,1,应合并(近距离),BV11375046,BV11626267
莲溪,莲溪,莲溪站,18,,5,应合并(近距离),BV09246211,BV09326646
林和中路,林和中路1,林和中路,17,,0,应合并(近距离),BV09310407,BV10017488
东风东路(陵园西路口),东风东路(陵园西路口),东风东路(陵园西路口)2,17,,4,应合并(近距离),BV11278289,BV09230320
江海大道中,江海大道中2,江海大道中总站,17,,0,应合并(近距离),BV09316963,BV11365453
岗贝路,岗贝路,岗贝路总站,17,,0,应合并(近距离),BV10019052,BV10018301
江南西路,江南西路,江南西路总站,17,,0,应合并(近距离),BV10017764,BV10015253
东风西路,东风西路3,东风西路2,16,,0,应合并(近距离),BV09230294,BV09143805
鹤洞路西,鹤洞路西站,鹤洞路西1,16,,8,应合并(近距离),BV09001134,BV09199072
车陂南,车陂南1,车陂南,16,,8,应合并(近距离),BV09291511,BV10014565
鹤龙四路(龙兴西路口),鹤龙四路(龙兴西路口)2,鹤龙四路(龙兴西路口),16,,0,应合并(近距离),BV09226081,BV09196447
天河公交场,天河公交场总站,天河公交场总站2,15,,1,应合并(近距离),BV10014021,BV09073572
沙涌,沙涌,沙涌1,15,,0,应合并(近距离),BV10713660,BV09080691
儿童公园,儿童公园总站,儿童公园,15,,1,应合并(近距离),BV10454909,BV11195830
莲港大道西,莲港大道西站,莲港大道西分站,15,,2,应合并(近距离),BV09254334,BV09201156
越秀南路,越秀南路,越秀南路2,14,,12,应合并(近距离),BV11687913,BV09319720
雅居乐,雅居乐总站,雅居乐,14,,1,应合并(近距离),BV10562521,BV11475093
司法学校,司法学校,司法学校总站,14,,0,应合并(近距离),BV10982982,BV11645374
水西路,水西路,水西路总站,13,,1,应合并(近距离),BV09223990,BV10888705
万科海上明月,万科海上明月站2,万科海上明月2,13,,1,应合并(近距离),BV09010681,BV09078999
西樵幼儿园,西樵幼儿园总站,西樵幼儿园站,13,,1,应合并(近距离),BV09215687,BV10387509
地铁新造,地铁新造站,地铁新造总站,13,,1,应合并(近距离),BV10020043,BV11437063
淘金北路,淘金北路,淘金北路总站,12,,0,应合并(近距离),BV10013644,BV10604971
体育中心,体育中心,体育中心1,12,,0,应合并(近距离),BV11688545,BV09226128
体育中心,体育中心1,体育中心总站,12,,0,应合并(近距离),BV09226128,BV09354795
小洲村口,小洲村口,小洲村口总站,12,,0,应合并(近距离),BV10018555,BV11471863
中山大道东圃,中山大道东圃站,公共汽车中山大道东圃站,12,,5,应合并(近距离),BV09403693,BV09403155
中山大道东圃,中山大道东圃站,中山大道东圃站,12,,2,应合并(近距离),BV09403693,BV09403374
员村山顶,员村山顶2,员村山顶,11,,8,应合并(近距离),BV09285359,BV09006109
江高小塘,江高小塘,江高小塘总站,11,,0,应合并(近距离),BV10018878,BV10014050
南顺二村尾,南顺二村尾总站,南顺二村尾站,11,,1,应合并(近距离),BV10382294,BV09273712
广东电视台,广东电视台1,广东电视台,10,,5,应合并(近距离),BV09226122,BV11009136
小北,小北1,小北,10,,0,应合并(近距离),BV09226129,BV11688429
南方大厦,南方大厦站1,南方大厦1,10,,0,应合并(近距离),BV09192173,BV09169831
上社N,BRT上社N1,BRT上社N1,10,,0,应合并(近距离),BV09375067,BV09350120
地铁大石,地铁大石站,地铁大石总站,9,,0,应合并(近距离),BV10020322,BV10019654
高坣,高坣,高坣总站,9,,2,应合并(近距离),BV09395781,BV11216190
星汇云城,星汇云城,星汇云城总站,8,,0,应合并(近距离),BV11294318,BV11454297
岗顶N,BRT岗顶N1,BRT岗顶N1,8,,0,应合并(近距离),BV09361651,BV09361406
莱茵汇,莱茵汇总站,莱茵汇,8,,2,应合并(近距离),BV09356516,BV09311801
体育中心,体育中心1,体育中心1,7,,0,应合并(近距离),BV09375065,BV09226128
开萝大道,开萝大道,开萝大道总站,7,,0,应合并(近距离),BV09241985,BV09320059
天安番禺节能科技园,天安番禺节能科技园,天安番禺节能科技园3,7,,0,应合并(近距离),BV11610818,BV09368237
赤坭工业区,赤坭工业区站,赤坭工业区,7,,0,应合并(近距离),BV11375036,BV09415183
沐陂村,沐陂村,沐陂村总站,6,,0,应合并(近距离),BV11458236,BV10014615
良口墟,良口墟,良口墟总站,6,,0,应合并(近距离),BV10808751,BV11491341
珊瑚村委,珊瑚村委,珊瑚村委总站,6,,1,应合并(近距离),BV11399881,BV11491321
地铁万顷沙,地铁万顷沙站2,地铁万顷沙站4,6,,1,应合并(近距离),BV09243541,BV09243540
泰安花园,泰安花园,泰安花园,5,,1,应合并(近距离),BV10458383,BV11445830
小坪,小坪2,小坪,4,,0,应合并(近距离),BV09209209,BV11688428
五山路口,五山路口2,五山路口站2,4,,0,应合并(近距离),BV09366519,BV09372736
体育中心,体育中心1,体育中心,4,,1,应合并(近距离),BV09375065,BV11688545
体育中心,体育中心1,体育中心总站,4,,0,应合并(近距离),BV09375065,BV09354795
小洲,小洲,小洲总站,4,,0,应合并(近距离),BV11689633,BV10022287
地铁萝岗,地铁萝岗站2,地铁萝岗站1,4,,0,应合并(近距离),BV09192165,BV09192166
联和墟,联和墟,联和墟总站,4,,0,应合并(近距离),BV11689574,BV10022293
进港大道西,进港大道西,进港大道西站,4,,0,应合并(近距离),BV09371832,BV10017842
汇侨新城,汇侨新城总站,汇侨新城,3,,0,应合并(近距离),BV10019063,BV09226079
穗园小区,穗园小区,穗园小区总站,3,,0,应合并(近距离),BV10018744,BV10388930
城康,城康总站,城康,3,,0,应合并(近距离),BV10022881,BV09236185
万洲水闸,万洲水闸站,万洲水闸总站,2,,1,应合并(近距离),BV10015028,BV09271783
林和西路,林和西路3,林和西路,1,,0,应合并(近距离),BV11509447,BV11688381
上涌,上涌2,上涌,1,,12,应合并(近距离),BV09175488,BV10014360
地铁市二宫,地铁市二宫站,地铁市二宫站1,1,,13,应合并(近距离),BV10388873,BV09232762
克山,克山2,克山,1,,0,应合并(近距离),BV09010643,BV11102072
金沙洲路,金沙洲路,金沙洲路3,1,,0,应合并(近距离),BV11688450,BV09010641
宝墨园,宝墨园总站,宝墨园,1,,0,应合并(近距离),BV10023082,BV11626409
江南大道北,江南大道北,江南大道北1,0,,8,应合并(近距离),BV10016114,BV09243516
花园酒店,花园酒店,花园酒店2,0,,0,应合并(近距离),BV09360551,BV09226130
江湾桥南,江湾桥南1,江湾桥南,0,,1,应合并(近距离),BV09359515,BV11688521
广州大道中,广州大道中,广州大道中1,0,,0,应合并(近距离),BV11687847,BV09382002
时代广场,时代广场,时代广场2,0,,7,应合并(近距离),BV11481123,BV09309831
梓元岗,梓元岗站,梓元岗3,0,,0,应合并(近距离),BV09364515,BV09373815
桂花岗,桂花岗站2,桂花岗2,0,,0,应合并(近距离),BV09394525,BV11477576
越秀公园,越秀公园3,越秀公园,0,,0,应合并(近距离),BV11596047,BV11688125
迎宾馆,迎宾馆,迎宾馆2,0,,12,应合并(近距离),BV11091393,BV11596048
中山八路,中山八路2,中山八路,0,,0,应合并(近距离),BV09167549,BV11688465
桥中,桥中站1,桥中总站,0,,0,应合并(近距离),BV09376898,BV11225789
东升医院,东升医院,东升医院2,0,,6,应合并(近距离),BV11688394,BV09295166
大沙头游船码头,大沙头游船码头,大沙头游船码头1,0,,4,应合并(近距离),BV11688483,BV09278983
石井文化广场(石丰路),石井文化广场(石丰路),石井文化广场(石丰路)1,0,,3,应合并(近距离),BV11688403,BV09245150
黄石路,黄石路,黄石路1,0,,9,应合并(近距离),BV11688426,BV09351558
陈田村,陈田村1,陈田村2,0,,1,应合并(近距离),BV09163011,BV09163012
元下田,元下田2,元下田,0,,5,应合并(近距离),BV09161363,BV11687852
大新路口,大新路口1,大新路口,0,,2,应合并(近距离),BV09340762,BV11688396
基立下道,基立下道2,基立下道,0,,1,应合并(近距离),BV11621853,BV11688513
东山口(东华北路),东山口(东华北路),东山口(东华北路)1,0,,2,应合并(近距离),BV11448834,BV09322857
五山路口,五山路口站,五山路口站1,0,,6,应合并(近距离),BV11062767,BV09368726
体育中心,体育中心,体育中心总站,0,,0,应合并(近距离),BV11688545,BV09354795
东风西路,东风西路1,东风西路站,0,,0,应合并(近距离),BV09209214,BV11687925
广医,广医2,广医,0,,7,应合并(近距离),BV09186856,BV11688391
和平新村,和平新村3,和平新村,0,,0,应合并(近距离),BV09010638,BV11687875
西湾路,西湾路2,西湾路,0,,1,应合并(近距离),BV09356487,BV09000494
西湾和苑,西湾和苑2,西湾和苑,0,,9,应合并(近距离),BV09317154,BV09006146
豪景花园,豪景花园2,豪景花园,0,,3,应合并(近距离),BV09314787,BV10326995
国防大厦,国防大厦3,国防大厦,0,,0,应合并(近距离),BV09410279,BV11688471
中山大学,中山大学2,中山大学站,0,,2,应合并(近距离),BV09243523,BV11687965
鹭江,鹭江2,鹭江,0,,8,应合并(近距离),BV09335012,BV11687958
江海大道中,江海大道中1,江海大道中,0,,1,应合并(近距离),BV09319409,BV11687940
动物园,动物园,动物园总站,0,,0,应合并(近距离),BV10014267,BV10014264
濂泉路口,濂泉路口2,濂泉路口,0,,0,应合并(近距离),BV09412828,BV11688393
棠下(三元里大道),棠下(三元里大道)2,棠下(三元里大道),0,,3,应合并(近距离),BV09169835,BV11687942
新市墟,新市墟4,新市墟,0,,0,应合并(近距离),BV09404762,BV11687839
新滘西路口,新滘西路口2,新滘西路口站,0,,8,应合并(近距离),BV09360317,BV09243519
盘福路,盘福路,盘福路1,0,,1,应合并(近距离),BV11091396,BV09227578
嘉鸿花园,嘉鸿花园1,嘉鸿花园,0,,0,应合并(近距离),BV09360318,BV10021775
雕塑公园,雕塑公园,雕塑公园1,0,,9,应合并(近距离),BV11554813,BV09317749
云城南,云城南,云城南站1,0,,0,应合并(近距离),BV10013708,BV09406832
云城南,云城南,云城南1,0,,0,应合并(近距离),BV10013708,BV09226082
云城南,云城南站1,云城南1,0,,0,应合并(近距离),BV09406832,BV09226082
机场立交北,机场立交北2,机场立交北,0,,0,应合并(近距离),BV09226069,BV10523474
裕海路,裕海路,裕海路总站,0,,0,应合并(近距离),BV10017979,BV11265333
平沙,平沙1,平沙,0,,5,应合并(近距离),BV09226062,BV11688453
联和,联和1,联和,0,,0,应合并(近距离),BV11637999,BV11687903
海港花园,海港花园2,海港花园,0,,5,应合并(近距离),BV09269675,BV10569365
白云区政务中心,白云区政务中心,白云区政务中心1,0,,4,应合并(近距离),BV09000545,BV09172232
武警医院,武警医院,武警医院2,0,,0,应合并(近距离),BV11687881,BV09344864
武警医院,武警医院1,武警医院,0,,0,应合并(近距离),BV09260273,BV09244916
城西花园,城西花园,城西花园1,0,,1,应合并(近距离),BV11688445,BV09244061
城西花园,城西花园2,城西花园总站,0,,0,应合并(近距离),BV09302293,BV10014504
科学城路口,科学城路口站1,科学城路口总站,0,,0,应合并(近距离),BV09343742,BV11010138
华峰路口,华峰路口总站,华峰路口站,0,,0,应合并(近距离),BV09097133,BV09368449
永和开发区,永和开发区站,永和开发区总站,0,,0,应合并(近距离),BV10013974,BV10490938
黄埔低空经济创新中心,黄埔低空经济创新中心总站,黄埔低空经济创新中心站,0,,2,应合并(近距离),BV09400275,BV09400279
南湾,南湾总站,南湾,0,,0,应合并(近距离),BV11472711,BV10014603
石井,石井总站,石井,0,,2,应合并(近距离),BV10381320,BV11481130
小塱,小塱总站,小塱,0,,0,应合并(近距离),BV10019461,BV10871158
石岗路(绿地滨江汇),石岗路(绿地滨江汇)总站,石岗路(绿地滨江汇),0,,0,应合并(近距离),BV10021824,BV11317279
人和墟(万家福广场),人和墟(万家福广场)总站,人和墟(万家福广场),0,,0,应合并(近距离),BV11333202,BV11365784
峡石村,峡石村,峡石村总站,0,,0,应合并(近距离),BV09376989,BV10018889
同和(停北行),同和(停北行),同和(停北行)2,0,,0,应合并(近距离),BV09041950,BV09396416
广州圆,广州圆总站,广州圆,0,,0,应合并(近距离),BV09232378,BV11566279
地铁南沙客运港,地铁南沙客运港站,地铁南沙客运港站2,0,,0,应合并(近距离),BV10979676,BV09078984
地铁从化客运,地铁从化客运站2,地铁从化客运站,0,,0,应合并(近距离),BV11168223,BV11154215
供电局,供电局,供电局1,0,,2,应合并(近距离),BV11492618,BV09392864
